	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
Slc39a1	7.220764608	7.77646373	8.831124037	8.799172975	8.061376091	8.152572555	7.94784276	7.917792664	7.902077561	8.06815408	8.27067858	8.691545236	8.657365586	8.611115856	8.751880831	8.649777182	8.687546003	8.688365996	7.991947375	9.245439115	9.293592815	8.844504387	8.50336546	8.567222974	8.519772768	8.771939282	8.676924825	8.906146027	9.035122929	9.290490999	9.285982045	9.247357656	9.25287998	9.139453528	9.264185207	9.267795498	9.264359561	9.363209014	9.392585509	9.290101604	8.070244734	8.585086774	8.027567669	8.385456606	8.572340088	8.608090276	8.847742969	8.602802032	9.145069495	8.751245118	8.442418854	8.822264491	9.276511242	9.108655967	9.182377589	9.072050563	9.281946753	9.355512468
Slc39a14	7.309595261	7.556115194	7.800685874	9.173933295	9.242512608	9.443593141	9.14835956	8.702428884	8.437101681	7.943751391	8.074193235	8.150040717	7.999418235	7.893129939	7.758139491	7.586607982	8.113429523	7.636426937	7.320417172	7.6183773	7.592405516	9.130539806	9.332104968	9.424799267	9.089466822	8.983142552	9.047577182	8.910977228	9.075705906	8.887169129	9.0073718	8.392999651	8.626911089	8.235907414	8.979952349	8.372879817	8.632680133	8.528056141	9.033036731	8.780631965	7.231799665	9.214985565	9.090582158	8.236568588	8.018018933	7.849585054	7.864779118	7.86303576	7.462808074	8.904255579	9.052731832	8.966258492	8.884383717	8.734504796	8.659446216	8.789015114	8.943389025	8.897085845
Slc39a8	5.276479229	5.799420857	5.828762898	5.885668828	5.340949971	5.410046733	5.481568795	5.185614439	5.849838384	6.863645809	7.167636216	6.957194479	7.249681178	6.690777832	6.784576688	7.131130686	7.629935934	7.331097812	5.751512865	5.927928143	7.289717216	6.328239818	5.501111324	5.753584088	6.164898094	6.55252307	7.248177878	9.104410807	8.986498924	8.888538533	8.679190042	8.261171368	8.379148176	8.187893121	9.432574982	8.766322124	8.669565677	8.563414914	9.849616275	9.493073294	5.959675533	5.981118935	5.550547507	6.945750058	7.190580213	7.666934997	7.432890107	7.471647807	6.446126746	6.108572473	6.247401872	8.291536547	9.201719134	9.33178627	9.043445435	9.23790712	9.145406367	9.745128104
Slc3a2	10.27221359	10.6988531	10.82802519	11.04905983	11.54151524	11.36517398	11.20290426	10.7593131	10.4783563	10.09499798	10.28769008	10.39873185	10.23325851	10.37340256	10.48623242	10.40753733	10.06797316	10.18948171	10.12870366	10.17088031	10.52890849	11.35610655	11.69524852	11.38411189	11.15225368	10.70728997	10.53649658	10.31561912	10.35848228	10.30669788	10.28255761	10.74424429	10.70982053	10.78005429	10.33477741	10.45005091	10.64275071	10.91685779	10.2019297	10.64302441	10.7414928	11.40898836	11.21216609	10.25098204	10.21662632	10.06284232	10.29079185	10.27489861	10.32017062	11.58610883	11.02912461	10.38779303	10.26870167	10.26120167	10.64301326	10.4929304	10.6482599	10.46400053
Slc4a8	4.999119385	4.833252099	5.416338798	4.931725052	4.894691498	4.678471575	4.824624818	5.012633538	5.277106998	5.523851782	5.593959131	5.649062367	5.857239567	5.540433298	5.627311175	5.619169145	5.918136232	5.710824366	5.520135174	5.202659974	5.437311878	4.683195962	4.801699068	4.844839185	5.243157834	5.779482351	5.723255511	5.904731746	6.166742916	6.469271651	6.495591	6.588367902	6.451112322	6.59732605	6.856890975	6.844238118	6.633830805	6.919568144	6.956785418	7.040391902	5.311747654	5.122007879	5.072311576	5.614957175	5.826975402	5.781715293	5.644184552	5.731851425	5.44462375	5.026812443	5.224642522	5.805223902	6.496532316	6.069395838	6.634209491	6.867701413	6.83207413	6.744003043
Slc6a6	8.901910949	9.211245668	9.490018087	9.219261669	9.351652553	9.417745346	9.355196094	9.240247213	9.260926249	8.970678917	9.428829312	9.511688979	9.506873348	9.48023966	9.609601978	9.487218861	9.696197255	9.523513986	9.140035894	9.422833486	8.830751358	9.377405048	9.387627042	9.486256244	9.499387414	9.329023734	9.471464031	9.367609726	9.383447147	9.427112581	9.734709858	9.567166122	9.50966986	9.393993219	9.731697026	9.64067009	9.792942239	9.537318006	9.797280838	9.75460572	8.989374759	9.225127235	9.414718193	9.466436276	9.43449774	9.576409875	9.715743977	9.664453117	9.289555648	9.350254725	9.560626634	9.789123757	9.600137713	9.764431331	9.568024669	9.573938288	9.352774285	9.367934338
Slc7a3	4.686270502	4.617900332	4.321928095	4.71028925	4.890983947	4.593975243	4.321928095	4.72124989	4.321928095	4.321928095	4.486354144	4.858679729	5.200024646	5.666075273	7.716896519	6.710193451	4.561167611	4.513090141	4.588370122	4.820169816	4.321928095	4.794421189	4.778436071	4.413899848	4.68215384	4.321928095	4.321928095	4.520621745	4.321928095	4.321928095	4.663581542	7.028525997	6.480374166	7.313267065	4.424161434	7.272514706	6.880547105	7.774527196	5.208380873	7.552822428	4.502055388	4.321928095	4.741501821	4.916028883	4.554876749	4.686340311	6.263802197	5.561969567	4.321928095	4.516629918	4.650783711	4.537668437	4.321928095	4.321928095	6.382112947	5.756644842	6.111505302	5.673501321
Slc9a3r1	11.52926674	10.9206504	10.95429274	9.712465291	8.928466972	9.451221938	9.528040225	9.386047899	9.677772493	10.38861474	10.2640396	10.23721518	9.946776354	9.757249093	9.78914808	9.916934618	9.489313591	9.671216318	11.53852512	10.81312352	10.45897078	9.545895633	9.737721071	10.1816486	10.08904209	9.871657251	9.743769083	10.2710521	10.19367232	10.53235495	10.54785202	10.63045247	10.56586763	10.73134842	10.59877616	10.8318705	10.45710943	10.57371365	10.43596771	10.57846608	10.96303207	9.64805741	9.528860392	10.07560517	10.46327913	10.19306872	9.802311701	9.819318102	11.03798333	9.409342943	9.943048227	10.11427259	10.59501362	10.61145013	10.59578174	10.65041373	10.49056557	10.51382959
Slc9a8	8.045893187	8.034387682	7.838993663	8.05441285	8.693282552	8.442937676	8.467101758	8.266255746	7.870145249	7.390675776	7.282118114	7.47306449	7.434334139	7.549275957	7.565514123	7.35557784	7.673647476	7.395854464	7.715974238	7.564566777	7.982416923	8.297300797	8.915878822	8.65495904	8.590147034	8.145148827	7.735029341	7.178021931	7.325153154	7.138700668	6.836979921	6.726184677	6.894152027	6.59410671	6.988864588	6.82474392	7.056539422	6.783214347	6.86812787	6.983674723	7.857648272	8.727878694	8.550675052	7.804571405	7.549470766	7.524582572	7.533069892	7.245187509	8.074303201	8.728088373	8.505942835	7.409766251	7.085414514	6.770195035	6.948149408	6.986106494	6.868364265	7.007929815
Slco3a1	8.330833337	8.444274008	7.596049588	6.81326655	6.937233264	6.745459856	6.268216311	6.186081341	6.684557826	7.187498974	7.999352717	8.399472749	8.618224406	8.868375934	8.642447229	8.760447805	8.920779609	8.998088435	8.499919423	8.892617062	7.654020426	6.199484874	6.752897101	7.545103981	6.810517343	7.372243165	8.235277646	8.609043386	9.032254133	9.308338144	9.715715476	9.56212747	9.817722212	9.589503898	9.757877148	9.810553137	9.772266133	9.55533235	9.016468202	8.67297242	8.783822701	6.945805315	6.540820358	7.599786394	8.333997242	8.519766282	8.962740453	8.951528788	8.707305474	6.41356175	6.943787283	8.980994134	8.941225791	9.415805789	9.785200916	9.725388664	9.609112446	9.171496523
Slfn2	11.71489352	11.83830072	11.66240956	10.04212194	12.66303241	12.12801428	12.43927151	12.13498416	11.97278625	11.71357154	11.76111722	11.62754467	11.71690708	11.48163706	11.44932055	11.21757462	11.58766087	11.43033897	10.99573656	11.07616731	11.5673681	10.39480496	12.65761822	12.42452778	12.50930653	12.31513821	11.9737463	11.30155054	11.40672886	10.92153765	10.93619054	10.55306255	10.64739041	10.34062327	10.5479382	9.836153619	10.55642472	10.345405	9.781229537	8.77354482	11.90988318	12.2649764	12.32745546	11.99314881	11.47353575	11.39167539	11.28521933	11.33404127	12.13105709	12.27792402	12.3929346	11.69362919	10.70048275	10.59935349	10.66625609	10.54472395	10.60513303	10.11810845
Smarca2	9.74227803	9.719772411	9.63698429	8.242116425	6.39137885	5.794514789	6.165318119	6.24629356	6.607583213	7.158573365	7.179729695	7.013636305	6.608277746	6.793655754	6.678003753	6.692085309	6.826552361	6.895725599	10.12635681	9.646456948	9.250987366	7.73694678	5.963523785	5.728679337	6.011389395	6.142285006	6.173185123	6.583085975	6.490126083	6.421873203	5.862246073	6.076540792	6.040114643	6.326115774	6.92082244	7.037403779	5.902949387	6.002616459	7.319114364	7.425296294	9.977906099	8.030808219	5.972528874	7.152423445	7.457305953	6.85445449	6.848562175	6.93786433	9.918002764	7.715770455	5.790038777	6.119607111	6.448916252	6.022890319	6.22423228	6.832217525	6.089573986	7.308854948
Smg5	8.776040042	8.789247977	8.963970682	9.139338928	9.479205241	9.295681734	9.241772238	9.113362582	8.969315034	8.614009148	8.661243551	8.735680916	8.741839832	8.700660164	8.640162087	8.667228937	8.56622014	8.66647949	8.880571926	8.650994125	8.81970664	9.350631312	9.472173765	9.273521456	9.125719292	8.953638738	8.683875103	8.501464592	8.610300714	8.648601668	8.477348412	8.317822217	8.578397605	8.384579127	8.577259733	8.110426721	8.501610845	8.357626512	8.532204087	8.236996921	8.913729981	9.422885594	9.277479508	8.873382099	8.621219021	8.575083113	8.731380233	8.621928223	8.902250927	9.463406476	9.11119526	8.772936752	8.716374074	8.223684419	8.502412726	8.510822288	8.485446705	8.542853252
Smox	6.916442741	8.409681271	9.534497749	9.415560178	8.542452685	7.310559524	7.989057673	7.09973039	6.944843609	7.059852065	7.200673488	6.9250468	6.603604579	6.691855976	6.896286173	6.550680372	6.945730104	7.232658248	7.305263922	7.623207813	8.274231017	8.663257356	8.996743032	8.974833026	9.455876958	8.769700226	8.182557655	8.161763642	8.424455073	8.579903657	9.096859324	9.623465725	9.670408721	9.742095427	10.26686603	11.03267709	9.559835428	9.851074317	10.37879709	11.62236759	7.830776099	9.816347967	7.908640051	6.555433495	6.895092664	7.139652978	6.675426761	6.69257942	7.500501955	8.603468031	9.4664575	7.909185971	8.654292044	9.063575815	9.624800835	9.87221293	9.646650448	10.2593709
Sms	9.832977043	9.71601196	9.939198882	11.11883252	11.11372341	11.42307848	11.26211274	11.37593883	11.41943497	11.46696937	11.44384703	11.30819691	11.36676783	11.50215207	11.51323909	11.57212749	11.67590628	11.38443939	10.02962332	9.752976993	9.855018525	10.92188282	10.92445666	11.24497181	10.88454778	11.0660269	10.99776979	10.70686281	10.80552069	10.68348377	10.75024122	10.80191286	10.79471062	10.74299581	10.48703993	10.49569111	10.70466684	10.69571491	10.33076925	10.08684917	9.518651342	11.08199287	11.2611798	11.54406269	11.35898466	11.41705074	11.51333018	11.38967026	9.685650313	10.78356163	10.84725512	10.95549858	10.6071016	10.72656116	10.67334944	10.61511268	10.79938495	10.49103627
Smyd5	7.100856506	6.880816943	7.869545434	9.655216244	10.06746905	10.1064683	9.997862467	9.932441798	9.844295083	9.530305327	9.582735841	9.550333307	9.413734372	9.506698914	9.282519227	9.27505815	9.317000248	9.266323668	7.155797437	7.069470701	7.728627959	9.560171781	9.995662323	10.034857	9.784283843	9.780308432	9.603418348	9.429071247	9.257091025	8.873426286	8.948590713	8.981446926	8.99952999	8.760955406	8.610898747	8.229787812	8.954292523	8.812366865	8.367444607	7.919564379	6.85761593	9.772886659	10.00719462	9.806018839	9.294340238	9.315484545	9.304045652	9.301328631	7.005841062	9.48948986	9.77459693	9.604930838	8.863230672	8.805361581	8.865558905	8.717354435	8.894690979	8.526830984
Snx10	6.863308417	6.587675019	5.808629461	6.587789533	6.283486376	6.415600213	6.47850583	6.805312376	6.664090364	6.47645253	6.818943643	7.026491071	7.298405284	7.500501854	7.552327058	7.330962118	7.67983011	7.669151683	6.978421282	6.836323609	6.762911724	6.744327079	6.571629333	6.48146709	6.181309509	6.507373327	6.474643892	6.766210401	7.327761285	7.103932214	7.46335573	7.754405102	7.726340758	7.80433434	7.841927694	7.812012155	7.610303654	8.045704931	7.912596194	8.103996556	6.394355555	6.297044746	6.494284097	6.910453826	6.789074917	7.14265102	7.505800034	7.469231312	6.599123056	6.376521706	6.420672178	7.1259389	7.116465334	7.24290568	7.565799516	7.698493152	7.783158408	7.859087235
Snx11	6.2647986	6.358610363	5.69888947	6.577112167	6.993752156	6.525030575	7.367022528	7.480752363	6.791018273	6.410903537	6.941013994	7.387692628	7.267719921	7.686914447	7.543065481	7.491763873	7.644348245	7.16715786	5.741869572	6.397198024	6.161109995	6.286354101	7.080662392	6.460571464	7.302254166	7.043267232	6.471922549	6.160956109	6.25930282	6.458193251	6.521377332	6.274944803	6.261695108	6.125548394	6.278576446	6.227499836	6.152051643	6.275301441	6.36661514	6.067141226	6.303757403	6.510271046	6.984561219	7.291525297	6.682602355	6.954866348	7.856255783	7.522541447	6.187125518	6.424918177	7.068522354	6.843091203	6.284353071	6.215412187	6.579633944	6.105408933	6.561613882	6.104814146
Snx19	8.337222898	7.698874323	7.480009945	7.730927334	8.144210921	8.255940653	8.227573179	8.294054999	8.185097862	8.011851714	8.17224804	8.036934686	8.059709816	7.973363498	7.96358215	7.879050062	7.956827014	7.840284746	8.139554711	7.675958358	7.399005296	7.941748857	8.16844045	8.173331068	8.333783881	8.219684875	8.063493378	7.964837383	7.984511448	7.965057547	7.816809352	7.729912655	7.858649842	7.843548924	7.8128905	7.72767622	7.809695508	7.855549216	7.892973352	7.837556152	7.54739439	8.069997633	8.374072135	8.332507364	8.052380593	7.965981261	7.975818713	7.953690915	7.757876368	7.947458781	8.272362237	8.130253555	7.945038909	7.822217136	7.857167918	7.835216695	7.860747512	7.856899703
Snx9	5.669369905	6.081369327	6.583454192	7.61381882	7.972695302	8.442715312	8.724369053	8.729492022	8.751045808	8.281424173	8.642603628	8.950833624	9.018945699	8.837405167	8.750419174	8.512277369	8.781945086	8.531256434	5.852858413	6.41445107	5.935773252	6.974968778	7.212334135	7.086167086	7.716696906	7.037867974	6.444036122	5.59844606	5.612357979	5.616053577	6.057706458	6.595622771	6.565242867	6.507949157	5.965039894	6.7279863	6.546177829	6.750472273	5.77816045	6.243527946	5.830680272	7.471790814	8.707120308	9.023512509	8.838488165	8.409311818	8.582980192	8.40452785	6.003050009	6.960956824	7.4553123	6.244678779	5.592733145	5.819342442	6.373359852	6.052243525	6.158152545	5.786825262
Socs1	7.445502763	7.528456705	9.047026209	7.69321097	9.052429888	7.891988069	7.836176514	7.687456362	7.327019733	7.646080165	7.766614409	7.917413063	8.399111371	8.805572583	8.186491557	8.751140145	8.308281763	9.099011393	9.343926832	9.599957139	11.07186121	9.446351486	10.34973723	9.173176076	9.128459416	9.135895672	8.800119843	8.854295185	9.086345343	8.983512403	9.50555623	9.458970157	9.632642909	9.381386723	9.873040522	10.17558117	9.550313328	9.436341142	9.568162887	9.834331652	7.190786772	9.751188977	7.96441612	7.853828251	8.191412793	8.448414662	8.6948939	8.912160372	10.48728736	11.48065864	9.193979274	8.98520538	9.171510424	9.018209284	9.543113604	9.724303469	9.454509368	9.443656368
